script_version,script_file,run_stamp,rows_raw,fio2_converted_to_percent,fio2_rows_converted,fio2_valid_rows,outcome_specific_cohorts,etco2_required_lo_strict,etco2_required_hi_strict,outcome_required_ranges_strict,physio_clip_ranges,enable_outcome_clip,outcome_clip_ranges,pointwise_fill_vars,pointwise_fill_strategy,ref_sample_replace,main_smooth_vars,hemo_adjust_mode,hemo_tensor_vars,hemo_smooth_covars_fallback,intraop_smooth_covars,static_continuous_covars_term,intraop_linear_covars,auto_tune_smooth,smooth_strategy,smooth_random_search_n,nuisance_lam_fixed,n_splines_main_fixed,n_splines_primary_candidates,n_splines_tensor_fixed,n_splines_covariate_fixed,lam_fixed,n_splines_candidates,lam_grid,slope_window_mode,plot_modes,auto_render_ppt,rscript_bin,ppt_r_script,analysis_scope,enable_subgroup_switch,export_slope_metrics,enable_slope_metrics_switch,include_slope_panel,enable_pool_cache,pool_cache_version,pool_cache_hits,pool_cache_misses,pool_cache_writes,data_source_sig,static_xlsx_main,static_xlsx_subgroup,subgroup_defs,n_results
v5_6_2026_rev2_20260506_co2tempfio2_hemo_adj,/N/project/waveform_mortality/ZhaoZhang/contour_zhao_all_9_15_2025/slurm_final_code_3_2_2026/contour_5_6_2026_rev2_20260506_co2tempfio2_main_hemo_adj_boot20_rso2_25_95.py,20260513_154630,25385328,0,0,20477791,1,20.0,50.0,"{""rSO2_Ch1"": [25.0, 95.0], ""rSO2_Ch2"": [25.0, 95.0], ""rSO2_Ch3"": [25.0, 95.0]}","{""TEMP"": [34.0, 37.5], ""FiO2_new"": [30.0, 100.0], ""MAP"": [20.0, 160.0], ""SV"": [20.0, 180.0], ""HR"": [35.0, 160.0], ""RRtotal"": [4.0, 35.0], ""TVinsp"": [150.0, 1000.0], ""Pmean"": [0.0, 20.0], ""CI"": [0.5, 8.0]}",1,"{""rSO2_Ch1"": [25.0, 95.0], ""rSO2_Ch2"": [25.0, 95.0], ""rSO2_Ch3"": [25.0, 95.0]}","[""TEMP"", ""FiO2_new"", ""MAP"", ""SV"", ""CI"", ""HR"", ""RRtotal"", ""TVinsp"", ""Pmean""]",forward_fill_then_subject_median_then_global_median,1,"[""ET_CO2"", ""TEMP"", ""FiO2_new""]",map_sv_smooth,"[""MAP"", ""CI""]","[""MAP"", ""SV"", ""HR""]","[""RRtotal"", ""TVinsp"", ""Pmean""]",s(),[],1,shared_k_sep_lam,24,3.0,10,"[6, 8, 10, 12]",6,4,3.0,"[6, 8, 10, 12]","[0.001, 0.005623413251903491, 0.03162277660168379, 0.1778279410038923, 1.0, 3.0, 5.623413251903491, 31.622776601683793, 177.82794100389228, 1000.0]",q10_q90,"[""slice_median""]",0,Rscript,/N/project/waveform_mortality/ZhaoZhang/contour_zhao_all_9_15_2025/R_code/contour_9_29_2025/R_counter_GAM_py/切片图_slice_only_ppt_v2_4_1_2026_multismooth.R,subgroup,1,0,0,0,1,v1_build_unified_pool_cache,18,0,18,d9c83d657a69,/N/project/waveform_mortality/ZhaoZhang/Tao_data/4_7_2025_data_for_ML.xlsx,/N/project/waveform_mortality/ZhaoZhang/Tao_data/4_7_2025_data_for_ML_with_all_patient_htn_control_with_sex_mbp_group.xlsx,"[{""tag"": ""Age_less_70"", ""query"": ""Age <= 70""}, {""tag"": ""Age_more_70"", ""query"": ""Age > 70""}, {""tag"": ""Male"", ""query"": ""Sex == 1""}, {""tag"": ""Female"", ""query"": ""Sex == 0""}, {""tag"": ""Pre_hypertension_more_140_90"", ""query"": ""Hypertension_140_90 == 1""}, {""tag"": ""Pre_hypertension_less_140_90"", ""query"": ""Hypertension_140_90 == 0""}]",0
