xvar,ycol,sec,n_sample,curve_fp,boot_matrix_fp,x_min,x_max,x0,x1,effect_window_lo,effect_window_hi,effect_window_source,effect_n_segments,clinical_step,delta_rso2_clinical_step,delta_rso2_ci_lo,delta_rso2_ci_hi,delta_rso2_iqr_lo,delta_rso2_iqr_hi,delta_rso2_summary,delta_rso2_boot_mean,ci_source,slope_at_median,mean_abs_slope_q10_q90,turnpoint_x,plateau_x0,plateau_x1,run_id,model_label,scope,status
ET_CO2,rSO2_Ch1,1,10000,E:\BaiduSyncdisk\desktop_5_15\01_科研项目\GAM_CO2_SctO2_4_19_2026\co2_rso2_repo_20260516\results\model_runs\v5_6_2026_rev2_20260506_co2tempfio2_hemo_adj_boot20_rso2_25_95_full_20260512_152154_overall_mapci_te_n10000_boot200\rSO2_Ch1\1s\sub10000\ET_CO2\rSO2_Ch1_ET_CO2_1s_sub10000_slice_median_curve_boot.csv,,21.0,49.0,24.0,37.0,24.0,37.0,model_input_q05_q95,20,5.0,2.5109468835822817,2.171326594620387,2.991964985543831,2.171326594620387,2.991964985543831,median_iqr_across_20_segments,,pred_mean_5_95_20_segments_iqr,0.5020122141646307,0.5125102442277505,,42.74301675977654,49.0,n10000_overall_mapci_te_boot200,mapci_te,overall,ok
FiO2_new,rSO2_Ch1,1,10000,E:\BaiduSyncdisk\desktop_5_15\01_科研项目\GAM_CO2_SctO2_4_19_2026\co2_rso2_repo_20260516\results\model_runs\v5_6_2026_rev2_20260506_co2tempfio2_hemo_adj_boot20_rso2_25_95_full_20260512_152154_overall_mapci_te_n10000_boot200\rSO2_Ch1\1s\sub10000\FiO2_new\rSO2_Ch1_FiO2_new_1s_sub10000_slice_median_curve_boot.csv,,30.0,100.0,46.0,95.0,46.0,95.0,model_input_q05_q95,20,5.0,0.1770689058892253,-0.11736551239631082,0.359701926722848,-0.11736551239631082,0.359701926722848,median_iqr_across_20_segments,,pred_mean_5_95_20_segments_iqr,-0.03730051587716113,0.0676031712035936,38.01675977653631,30.0,38.99441340782123,n10000_overall_mapci_te_boot200,mapci_te,overall,ok
TEMP,rSO2_Ch1,1,10000,E:\BaiduSyncdisk\desktop_5_15\01_科研项目\GAM_CO2_SctO2_4_19_2026\co2_rso2_repo_20260516\results\model_runs\v5_6_2026_rev2_20260506_co2tempfio2_hemo_adj_boot20_rso2_25_95_full_20260512_152154_overall_mapci_te_n10000_boot200\rSO2_Ch1\1s\sub10000\TEMP\rSO2_Ch1_TEMP_1s_sub10000_slice_median_curve_boot.csv,,34.0,37.49,34.38,36.52,34.38,36.52,model_input_q05_q95,20,0.5,0.1662599064180056,0.013274591997587883,0.3007506272262145,0.013274591997587883,0.3007506272262145,median_iqr_across_20_segments,,pred_mean_5_95_20_segments_iqr,-0.010229126238254824,0.38139143364928507,35.530530726256984,35.26731843575419,35.98871508379889,n10000_overall_mapci_te_boot200,mapci_te,overall,ok
ET_CO2,rSO2_Ch2,1,10000,E:\BaiduSyncdisk\desktop_5_15\01_科研项目\GAM_CO2_SctO2_4_19_2026\co2_rso2_repo_20260516\results\model_runs\v5_6_2026_rev2_20260506_co2tempfio2_hemo_adj_boot20_rso2_25_95_full_20260512_152154_overall_mapci_te_n10000_boot200\rSO2_Ch2\1s\sub10000\ET_CO2\rSO2_Ch2_ET_CO2_1s_sub10000_slice_median_curve_boot.csv,,21.0,49.0,24.0,37.0,24.0,37.0,model_input_q05_q95,20,5.0,2.366805079498195,2.027183136278797,2.844692808986726,2.027183136278797,2.844692808986726,median_iqr_across_20_segments,,pred_mean_5_95_20_segments_iqr,0.4732532814848562,0.47847462806173935,,45.55865921787709,49.0,n10000_overall_mapci_te_boot200,mapci_te,overall,ok
FiO2_new,rSO2_Ch2,1,10000,E:\BaiduSyncdisk\desktop_5_15\01_科研项目\GAM_CO2_SctO2_4_19_2026\co2_rso2_repo_20260516\results\model_runs\v5_6_2026_rev2_20260506_co2tempfio2_hemo_adj_boot20_rso2_25_95_full_20260512_152154_overall_mapci_te_n10000_boot200\rSO2_Ch2\1s\sub10000\FiO2_new\rSO2_Ch2_FiO2_new_1s_sub10000_slice_median_curve_boot.csv,,30.0,100.0,46.0,95.0,46.0,95.0,model_input_q05_q95,20,5.0,0.1526187274010789,-0.09431825030592804,0.3944135037141335,-0.09431825030592804,0.3944135037141335,median_iqr_across_20_segments,,pred_mean_5_95_20_segments_iqr,-0.032699377723067635,0.06099348026306574,32.93296089385475,66.75977653631284,70.6703910614525,n10000_overall_mapci_te_boot200,mapci_te,overall,ok
TEMP,rSO2_Ch2,1,10000,E:\BaiduSyncdisk\desktop_5_15\01_科研项目\GAM_CO2_SctO2_4_19_2026\co2_rso2_repo_20260516\results\model_runs\v5_6_2026_rev2_20260506_co2tempfio2_hemo_adj_boot20_rso2_25_95_full_20260512_152154_overall_mapci_te_n10000_boot200\rSO2_Ch2\1s\sub10000\TEMP\rSO2_Ch2_TEMP_1s_sub10000_slice_median_curve_boot.csv,,34.0,37.44,34.39,36.5105,34.39,36.5105,model_input_q05_q95,20,0.5,0.29428261488374247,-0.09491764282397921,0.6169643775745837,-0.09491764282397921,0.6169643775745837,median_iqr_across_20_segments,,pred_mean_5_95_20_segments_iqr,-0.6945587425795585,0.8702942068571268,35.00893854748603,36.44067039106145,36.86346368715083,n10000_overall_mapci_te_boot200,mapci_te,overall,ok
ET_CO2,rSO2_Ch3,1,10000,E:\BaiduSyncdisk\desktop_5_15\01_科研项目\GAM_CO2_SctO2_4_19_2026\co2_rso2_repo_20260516\results\model_runs\v5_6_2026_rev2_20260506_co2tempfio2_hemo_adj_boot20_rso2_25_95_full_20260512_152154_overall_mapci_te_n10000_boot200\rSO2_Ch3\1s\sub10000\ET_CO2\rSO2_Ch3_ET_CO2_1s_sub10000_slice_median_curve_boot.csv,,21.0,49.0,24.0,37.0,24.0,37.0,model_input_q05_q95,20,5.0,1.2708324063826137,1.1227393212256365,1.388189432620956,1.1227393212256365,1.388189432620956,median_iqr_across_20_segments,,pred_mean_5_95_20_segments_iqr,0.25418254897577847,0.24926075208021214,,42.117318435754186,49.0,n10000_overall_mapci_te_boot200,mapci_te,overall,ok
FiO2_new,rSO2_Ch3,1,10000,E:\BaiduSyncdisk\desktop_5_15\01_科研项目\GAM_CO2_SctO2_4_19_2026\co2_rso2_repo_20260516\results\model_runs\v5_6_2026_rev2_20260506_co2tempfio2_hemo_adj_boot20_rso2_25_95_full_20260512_152154_overall_mapci_te_n10000_boot200\rSO2_Ch3\1s\sub10000\FiO2_new\rSO2_Ch3_FiO2_new_1s_sub10000_slice_median_curve_boot.csv,,32.0,100.0,46.0,95.0,46.0,95.0,model_input_q05_q95,20,5.0,0.00885847698053425,-0.07391507443827397,0.11531132174738626,-0.07391507443827397,0.11531132174738626,median_iqr_across_20_segments,,pred_mean_5_95_20_segments_iqr,0.03355266183621233,0.03127903714694171,42.06703910614525,77.20670391061452,90.12290502793296,n10000_overall_mapci_te_boot200,mapci_te,overall,ok
TEMP,rSO2_Ch3,1,10000,E:\BaiduSyncdisk\desktop_5_15\01_科研项目\GAM_CO2_SctO2_4_19_2026\co2_rso2_repo_20260516\results\model_runs\v5_6_2026_rev2_20260506_co2tempfio2_hemo_adj_boot20_rso2_25_95_full_20260512_152154_overall_mapci_te_n10000_boot200\rSO2_Ch3\1s\sub10000\TEMP\rSO2_Ch3_TEMP_1s_sub10000_slice_median_curve_boot.csv,,34.0,37.48,34.39,36.52,34.39,36.52,model_input_q05_q95,20,0.5,0.24345738202155304,0.12284913552916432,0.3826852774170745,0.12284913552916432,0.3826852774170745,median_iqr_across_20_segments,,pred_mean_5_95_20_segments_iqr,0.21757497210317597,0.510683710060861,,35.244245810055865,36.09966480446927,n10000_overall_mapci_te_boot200,mapci_te,overall,ok
