n_expected,n_rows,n_missing,summary_csv,by_channel_csv,ppt
9,9,0,E:\BaiduSyncdisk\desktop_5_15\01_科研项目\GAM_CO2_SctO2_4_19_2026\co2_rso2_repo_20260516\code\analysis_bundle\output\tables\crossvar_effect_summary_n10000_overall_mapci_te_boot200.csv,E:\BaiduSyncdisk\desktop_5_15\01_科研项目\GAM_CO2_SctO2_4_19_2026\co2_rso2_repo_20260516\code\analysis_bundle\output\tables\crossvar_effect_by_channel_n10000_overall_mapci_te_boot200.csv,
