n_expected,n_rows,n_missing,summary_csv,by_channel_csv,ppt
27,27,18,/N/project/waveform_mortality/ZhaoZhang/contour_zhao_all_9_15_2025/analysis_crossvar_bundle_20260513/output/tables/crossvar_effect_summary_all_intraop_n10000_mapci_te.csv,/N/project/waveform_mortality/ZhaoZhang/contour_zhao_all_9_15_2025/analysis_crossvar_bundle_20260513/output/tables/crossvar_effect_by_channel_all_intraop_n10000_mapci_te.csv,/N/project/waveform_mortality/ZhaoZhang/contour_zhao_all_9_15_2025/analysis_crossvar_bundle_20260513/output/ppt/crossvar_summary_all_intraop_all_intraop_n10000_mapci_te.pptx
