plot_mode,subgroup,ycol,xvar,sec,n_sample,n_boot_ok,x,y,y_lo,y_hi,x_lim_lo,x_lim_hi,y_lim_lo,y_lim_hi
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,21,68.20036627882843,67.22442526992529,69.30500603776999,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,21.156424581005588,68.2727401997584,67.3585753238342,69.30805069108308,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,21.312849162011172,68.3439740344532,67.48895434941886,69.31268212984716,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,21.46927374301676,68.41411149003285,67.60876526271814,69.31889445968939,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,21.625698324022345,68.48319627361761,67.72563997977896,69.33614322719966,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,21.782122905027933,68.55127209232725,67.8396568838207,69.3697506233371,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,21.93854748603352,68.61838265328203,67.92967488967525,69.36605247845887,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,22.094972067039105,68.68457166360179,68.01240673010017,69.35996036512316,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,22.251396648044693,68.74988283040659,68.11098987483646,69.36676153124505,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,22.40782122905028,68.8143598608166,68.23196972995873,69.3959098238997,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,22.564245810055866,68.87804646195173,68.33980790731937,69.43151553643567,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,22.720670391061457,68.94098634093206,68.42634743780341,69.47615075270157,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,22.87709497206704,69.00322320487763,68.5112130758716,69.51638984268541,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,23.033519553072622,69.06480076090843,68.5944695607869,69.56599213566133,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,23.18994413407821,69.1257627161446,68.67618163181237,69.59985646733514,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,23.3463687150838,69.18615277770606,68.74251548634001,69.6379253047182,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,23.502793296089383,69.24601465271287,68.80634119418463,69.67880532546444,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,23.65921787709497,69.30539204828507,68.87874791129181,69.71991718093244,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,23.81564245810056,69.36432867154275,68.95092993644882,69.76128951193469,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,23.972067039106147,69.42286822960597,69.02290859168167,69.80295095928365,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,24.12849162011173,69.48105442959456,69.09701137792177,69.8513554874663,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,24.28491620111732,69.53893097862874,69.1695161568101,69.90883216435495,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,24.441340782122904,69.59654158382837,69.23783755809586,69.96264338285452,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,24.59776536312849,69.65392995231376,69.29662685054642,70.01205086390797,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,24.75418994413408,69.71113979120466,69.35483700034446,70.05411709850425,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,24.910614525139664,69.76821480762139,69.4147248173502,70.09799375438708,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,25.067039106145252,69.82519870868367,69.47623979718524,70.1529916912097,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,25.22346368715084,69.88213520151176,69.53933143547114,70.2137598450417,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,25.379888268156424,69.93906799322558,69.5999418185443,70.27235753125352,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,25.536312849162012,69.9960407909453,69.65878209978972,70.32912108516459,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,25.692737430167597,70.05309730179079,69.71765389783732,70.3853353768862,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,25.849162011173185,70.11028123288222,69.77680696195964,70.44107816061802,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,26.005586592178773,70.1676362913394,69.83449236502278,70.49642719055969,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,26.162011173184357,70.22520618428268,69.89210906388459,70.55146022091084,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,26.318435754189945,70.28303461883185,69.95100880871613,70.60625500587113,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,26.47486033519553,70.34116530210707,70.01117822353771,70.66088929964025,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,26.63128491620112,70.39964194122834,70.07260393236965,70.7154408564178,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,26.787709497206706,70.45850824331568,70.13527255923233,70.77442919492128,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,26.94413407821229,70.51780791548916,70.19917072814604,70.83993270942102,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,27.10055865921788,70.57758466486872,70.26010229200956,70.89543306449148,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,27.256983240223462,70.63788219857446,70.31666515522167,70.95083138810837,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,27.41340782122905,70.69874422372645,70.38458301756235,71.00640609575653,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,27.56983240223464,70.76021444744474,70.45472102164373,71.06224139427796,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,27.726256983240223,70.82233657684925,70.52002049179028,71.11842149051466,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,27.88268156424581,70.88515431906002,70.58613102056589,71.17503059130864,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,28.039106145251395,70.94871138119724,70.649825182059,71.23215290350187,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,28.195530726256983,71.01305147038082,70.71324332344447,71.28987263393637,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,28.35195530726257,71.07821829373081,70.78203090095467,71.34985130059734,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,28.508379888268156,71.14425555836723,70.84776641174514,71.4204659772743,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,28.664804469273744,71.21120697141016,70.90953111147607,71.49209648194167,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,28.821229050279328,71.27911623997961,70.97247570276716,71.56162122321037,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,28.977653631284916,71.34802707119559,71.03666630662937,71.62528199966599,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,29.134078212290504,71.41798317217817,71.10216904407378,71.6911453101894,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,29.290502793296092,71.4890282500474,71.16905003611132,71.76950915054537,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,29.446927374301676,71.56120601192323,71.2451405628738,71.84892393958256,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,29.60335195530726,71.63456016492583,71.32786491148505,71.92938955127444,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,29.75977653631285,71.7091344161751,71.41144879684613,72.01090585959453,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,29.916201117318437,71.78497247279118,71.49586592728686,72.09347273851634,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,30.072625698324025,71.86211802811995,71.58109001113701,72.17709006201336,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,30.22905027932961,71.94061439850697,71.66251322871193,72.26175770405911,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,30.385474860335194,72.02050391117146,71.7380653520492,72.3474752337369,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,30.54189944134078,72.1017943542768,71.81532272471556,72.43422392671798,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,30.69832402234637,72.18444001324575,71.89424208200145,72.52195670388492,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,30.85474860335196,72.26839057111495,71.97477551607106,72.60906027137005,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,31.011173184357546,72.35359571092106,72.0568751190886,72.69656593307377,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,31.167597765363126,72.44000511570071,72.14049298321827,72.78101945539183,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,31.32402234636871,72.52756846849043,72.22558120062428,72.86681386106267,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,31.480446927374302,72.61623545232696,72.3120918634708,72.95388725938096,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,31.63687150837989,72.7059557502469,72.39997706392204,73.04217775964142,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,31.793296089385475,72.7966790452868,72.4891888941422,73.13162347113877,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,31.94972067039106,72.88835502048326,72.58026977176883,73.22216250316768,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,32.10614525139665,72.98093335887303,72.67838197905051,73.3137329650229,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,32.262569832402235,73.0743637434926,72.77769703630864,73.40627296599914,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,32.41899441340782,73.16859585737873,72.87814115367377,73.49972061539106,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,32.57541899441341,73.26357938356796,72.97964054127647,73.59401402249338,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,32.73184357541899,73.35926400509692,73.08212140924732,73.68909129660085,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,32.88826815642458,73.45559940500222,73.18028677074216,73.78489054700813,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,33.04469273743017,73.55253526632049,73.27539061158767,73.88134988300996,20,50,66,81
slice_median,Age_less_70,rSO2_Ch1,ET_CO2,1,10000,0,33.201117318435756,73.65002127208838,73.37098767561477,73.97840741390101,20,50,66,81
