x,pred_mean,pred_lo_2.5,pred_hi_97.5,xvar,ycol,sec,subgroup,n_sample,plot_mode,n_boot_ok
34.0,75.41615091907305,74.6437933883669,76.2243314461534,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.01932960893855,75.44053474703945,74.7809056332979,76.1596122188916,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.0386592178771,75.46432561001372,74.84673617392396,76.10365984372135,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.057988826815645,75.48746438078352,74.9228728849123,76.10515489197877,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.07731843575419,75.50989193213675,74.96884897568314,76.17063257744421,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.096648044692735,75.53154913686079,74.97246946095038,76.21649023002013,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.11597765363128,75.55237686774356,74.98258055441997,76.26667266030137,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.13530726256983,75.57231599757269,74.99307676193453,76.30067046046364,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.15463687150838,75.5913073991358,75.01478393880602,76.32104007026823,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.17396648044693,75.6092919452206,75.02288838130369,76.32916967693322,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.19329608938548,75.62621050861485,75.04714039437164,76.33539688957815,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.212625698324025,75.64200396210613,75.07190688798983,76.34859040137545,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.23195530726257,75.65661317848222,75.09614894583179,76.35271127271021,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.251284916201115,75.66997903053071,75.10122703857397,76.33304553624455,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.27061452513966,75.68204239103942,75.13142476501186,76.32252108560124,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.28994413407821,75.69274413279582,75.13352001040022,76.3077416984253,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.30927374301676,75.70202512858785,75.1297397463924,76.28890427961082,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.32860335195531,75.70982625120303,75.1124888800925,76.28479233741987,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.34793296089386,75.71608837342906,75.10971108474409,76.28438269605523,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.367262569832405,75.72075236805368,75.1232001561957,76.2809581113133,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.38659217877095,75.72376048386029,75.13962352413198,76.27089514114564,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.405921787709495,75.72511346299453,75.14474327346949,76.27112941915591,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.425251396648044,75.72495799217987,75.14170401401262,76.26331233858694,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.44458100558659,75.72347300763533,75.14019471112606,76.25662554293918,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.46391061452514,75.72083746916022,75.15637540534689,76.2504797141922,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.48324022346369,75.71723033655381,75.17520518022583,76.25658941417585,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.50256983240224,75.71283056961565,75.19196609794682,76.26297133553888,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.521899441340786,75.70781712814502,75.20847034572856,76.25495022414542,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.54122905027933,75.70236897194125,75.2138087477236,76.2202272385239,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.560558659217875,75.69666506080372,75.22750551794502,76.18909099257631,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.579888268156424,75.6908843545319,75.22562588481935,76.17297667262122,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.59921787709497,75.68520581292503,75.22173544771321,76.1638010432657,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.61854748603352,75.67980839578256,75.20375585069903,76.14472297074995,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.63787709497207,75.6748710629039,75.19994138349733,76.14590087249597,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.65720670391062,75.67057277408826,75.19872610628872,76.13193065362692,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.676536312849166,75.66709248913524,75.2004389065049,76.12642671724683,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.69586592178771,75.66460916784405,75.17419073398793,76.13671515685766,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.715195530726255,75.66330177001402,75.15618842464667,76.14205049591666,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.734525139664804,75.66334925544457,75.14688985959762,76.13514991311928,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.75385474860335,75.66493045159753,75.13926038375831,76.1410463684193,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.7731843575419,75.66821724799883,75.13361223485136,76.14606094242892,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.79251396648045,75.67330101741241,75.13862217175041,76.15006512963869,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.811843575419,75.68003219330562,75.14680707633305,76.14949717316374,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.83117318435754,75.68816889971286,75.14982189616366,76.14852574710261,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.85050279329609,75.69746863596842,75.16458928938145,76.15618291794407,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.869832402234636,75.70768890140629,75.17917867061017,76.16867803710537,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.889162011173184,75.71858719536071,75.19348500346128,76.17772570087271,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.90849162011173,75.72992101716584,75.21750699025014,76.1882864612129,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.92782122905028,75.74144786615568,75.2239392050092,76.2000237526788,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.94715083798883,75.75292524166458,75.24749518841436,76.21210897685344,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.96648044692738,75.76411064302647,75.27729811604198,76.21958432581896,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
34.98581005586592,75.77476156957559,75.2787325557381,76.2367431120524,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.00513966480447,75.78463552064603,75.2706387748834,76.25978088962385,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.024469273743016,75.79348999557197,75.27688092221359,76.28573707565448,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.043798882681564,75.80108249368759,75.28514155805843,76.30934412472976,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.06312849162011,75.80717051432694,75.29217381802927,76.3299589239402,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.08245810055866,75.81151155682421,75.29787266573764,76.34074548080531,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.10178770949721,75.8138631205135,75.30213306479504,76.3512414192889,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.12111731843576,75.81398277281204,75.30484997881301,76.36564700032184,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.1404469273743,75.81163061936377,75.30591837140302,76.36963336394359,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.15977653631285,75.80658276649974,75.30523320617662,76.36564022018737,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.179106145251396,75.79870717237908,75.29981226489313,76.35485798124662,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.198435754189944,75.78815920470328,75.28909482142586,76.33748800157805,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.21776536312849,75.77525569147488,75.2778093295209,76.31426862557124,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.23709497206704,75.76031649880521,75.26609348541002,76.28594870488939,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.25642458100559,75.74366149280527,75.25408498532498,76.26637343292413,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.27575418994414,75.725610539586,75.24192152549752,76.2457525502818,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.29508379888268,75.70648350525867,75.22974080215938,76.2240404464861,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.31441340782123,75.68660025593424,75.21768051154235,76.20166778984867,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.333743016759776,75.66628065772386,75.20587834987816,76.15252071824037,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.353072625698324,75.64584457673854,75.17974930244411,76.12543926249474,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.37240223463687,75.62561187908948,75.16010025090753,76.10033481181303,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.39173184357542,75.60590243088758,75.1579907494938,76.07522562453977,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.41106145251397,75.58703609824404,75.14529529202831,76.0504573655839,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.43039106145251,75.56933274726994,75.11356670004571,76.02312513348579,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.44972067039106,75.55311224407625,75.080342319181,75.98265143245084,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.46905027932961,75.53869445477417,75.05952106862144,75.97105249269276,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.488379888268156,75.52639920319504,75.0515815947676,75.95972541404461,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.507709497206704,75.5165446482566,75.04842807062305,75.94343682995265,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.52703910614525,75.5094430888768,75.05055895249487,75.92818426001787,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.5463687150838,75.50538688774425,75.05694919312319,75.91566139813015,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.56569832402235,75.5045930172677,75.0375347907594,75.91543301802727,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.58502793296089,75.50704651418869,75.03992628053864,75.91251066646541,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.60435754189944,75.51254841355944,75.04761663699313,75.92396355807642,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.62368715083799,75.52089288188537,75.06697014686382,75.93734027050192,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.643016759776536,75.53187408567172,75.07627557348628,75.9524576952472,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.662346368715085,75.54528619142393,75.08842702673631,75.96913272381764,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.68167597765363,75.56092336564741,75.11667700726773,75.98718224771864,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.70100558659218,75.57857977484758,75.13054060904375,76.00642315845556,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.72033519553073,75.59804958552968,75.14555279126832,76.02449411169144,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.73966480446927,75.61912696419914,75.17080550567806,76.0454821366233,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.75899441340782,75.6416060773614,75.19212994862725,76.06946312673546,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.77832402234637,75.66528109152165,75.19492020229656,76.10577751045956,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.797653631284916,75.68994617318552,75.2051230944376,76.13040275947326,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.816983240223465,75.71539548885816,75.22466084778358,76.17193766737917,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.83631284916201,75.74142320504508,75.24565594879446,76.21209688261888,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.85564245810056,75.76782349889288,75.27660668867924,76.24535140303922,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.87497206703911,75.79439144714698,75.30972176154984,76.2740550990644,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.89430167597765,75.82092465183756,75.31702931885584,76.30035444561018,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.9136312849162,75.84722386546665,75.34349779156565,76.3238415096623,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.93296089385475,75.87310077992856,75.37122815196969,76.34410835820641,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
35.952290502793296,75.8983873602797,75.40005479014607,76.36075601997426,TEMP,rSO2_Ch3,1,Age_more_70,10000,slice_median,0
