subgroup,ycol,xvar,segment,x_start,x_end,pred_start,pred_end,clinical_step,clinical_step_label,signed_effect,window_lo,window_hi,window_source
All,rSO2_Ch3,FiO2_new,14,77.85,80.3,76.35600779667908,76.35801345779669,5.0,FiO2 +5%,0.0040931859543007305,46.0,95.0,model_input_q05_q95
All,rSO2_Ch3,FiO2_new,15,80.3,82.75,76.35801345779669,76.34225964357945,5.0,FiO2 +5%,-0.03215064125966161,46.0,95.0,model_input_q05_q95
All,rSO2_Ch3,FiO2_new,16,82.75,85.2,76.34225964357945,76.32140261619718,5.0,FiO2 +5%,-0.042565362004647375,46.0,95.0,model_input_q05_q95
All,rSO2_Ch3,FiO2_new,17,85.2,87.65,76.32140261619718,76.30807585247115,5.0,FiO2 +5%,-0.02719747699189278,46.0,95.0,model_input_q05_q95
All,rSO2_Ch3,FiO2_new,18,87.65,90.1,76.30807585247115,76.31475149879446,5.0,FiO2 +5%,0.013623768006767793,46.0,95.0,model_input_q05_q95
All,rSO2_Ch3,FiO2_new,19,90.1,92.55,76.31475149879446,76.35427596478624,5.0,FiO2 +5%,0.08066217549341839,46.0,95.0,model_input_q05_q95
All,rSO2_Ch3,FiO2_new,20,92.55,95.0,76.35427596478624,76.4389633788434,5.0,FiO2 +5%,0.17283145725950425,46.0,95.0,model_input_q05_q95
All,rSO2_Ch3,TEMP,1,34.39,34.4965,75.24599008157692,75.34711842653768,0.5,TEMP +0.5 C,0.47478096225708444,34.39,36.52,model_input_q05_q95
All,rSO2_Ch3,TEMP,2,34.4965,34.603,75.34711842653768,75.4455346609987,0.5,TEMP +0.5 C,0.46204804911278474,34.39,36.52,model_input_q05_q95
All,rSO2_Ch3,TEMP,3,34.603,34.7095,75.4455346609987,75.53947173657693,0.5,TEMP +0.5 C,0.44101913417008287,34.39,36.52,model_input_q05_q95
All,rSO2_Ch3,TEMP,4,34.7095,34.816,75.53947173657693,75.62729847925146,0.5,TEMP +0.5 C,0.41233212523255114,34.39,36.52,model_input_q05_q95
All,rSO2_Ch3,TEMP,5,34.816,34.9225,75.62729847925146,75.70719775654163,0.5,TEMP +0.5 C,0.37511397788811873,34.39,36.52,model_input_q05_q95
All,rSO2_Ch3,TEMP,6,34.9225,35.029,75.70719775654163,75.77757881344948,0.5,TEMP +0.5 C,0.3304274972199333,34.39,36.52,model_input_q05_q95
All,rSO2_Ch3,TEMP,7,35.029,35.1355,75.77757881344948,75.83659954809445,0.5,TEMP +0.5 C,0.27709265091538116,34.39,36.52,model_input_q05_q95
All,rSO2_Ch3,TEMP,8,35.1355,35.242000000000004,75.83659954809445,75.88303433393668,0.5,TEMP +0.5 C,0.21800368940009943,34.39,36.52,model_input_q05_q95
All,rSO2_Ch3,TEMP,9,35.242000000000004,35.3485,75.88303433393668,75.91810757173137,0.5,TEMP +0.5 C,0.1646630882379915,34.39,36.52,model_input_q05_q95
All,rSO2_Ch3,TEMP,10,35.3485,35.455,75.91810757173137,75.94464297154892,0.5,TEMP +0.5 C,0.12457934186642164,34.39,36.52,model_input_q05_q95
All,rSO2_Ch3,TEMP,11,35.455,35.5615,75.94464297154892,75.9653498741972,0.5,TEMP +0.5 C,0.09721550539100834,34.39,36.52,model_input_q05_q95
All,rSO2_Ch3,TEMP,12,35.5615,35.668,75.9653498741972,75.98301220859574,0.5,TEMP +0.5 C,0.08292175773961238,34.39,36.52,model_input_q05_q95
All,rSO2_Ch3,TEMP,13,35.668,35.7745,75.98301220859574,76.00038178665191,0.5,TEMP +0.5 C,0.08154731481772359,34.39,36.52,model_input_q05_q95
All,rSO2_Ch3,TEMP,14,35.7745,35.881,76.00038178665191,76.0202163022899,0.5,TEMP +0.5 C,0.09311979172761561,34.39,36.52,model_input_q05_q95
All,rSO2_Ch3,TEMP,15,35.881,35.987500000000004,76.0202163022899,76.0452775663081,0.5,TEMP +0.5 C,0.11765851651739236,34.39,36.52,model_input_q05_q95
All,rSO2_Ch3,TEMP,16,35.987500000000004,36.094,76.0452775663081,76.07832950984412,0.5,TEMP +0.5 C,0.15517344383109852,34.39,36.52,model_input_q05_q95
All,rSO2_Ch3,TEMP,17,36.094,36.200500000000005,76.07832950984412,76.12211142335202,0.5,TEMP +0.5 C,0.20554888970844112,34.39,36.52,model_input_q05_q95
All,rSO2_Ch3,TEMP,18,36.200500000000005,36.307,76.12211142335202,76.17938948225098,0.5,TEMP +0.5 C,0.2689110746430066,34.39,36.52,model_input_q05_q95
All,rSO2_Ch3,TEMP,19,36.307,36.413500000000006,76.17938948225098,76.25202978146385,0.5,TEMP +0.5 C,0.34103426860498276,34.39,36.52,model_input_q05_q95
All,rSO2_Ch3,TEMP,20,36.413500000000006,36.52,76.25202978146385,76.33837980595268,0.5,TEMP +0.5 C,0.40539917600394176,34.39,36.52,model_input_q05_q95
