plot_mode,subgroup,ycol,xvar,sec,n_sample,n_boot_ok,x,y,y_lo,y_hi,x_lim_lo,x_lim_hi,y_lim_lo,y_lim_hi
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,21,68.16398107493079,66.89213535577414,69.46311192843811,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,21.156424581005588,67.8564080466488,66.74682953237523,69.01018683637032,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,21.312849162011172,67.59153235180769,66.66591366653725,68.5726287874019,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,21.46927374301676,67.36695310342118,66.52559111210833,68.26333778320063,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,21.625698324022345,67.18026941450303,66.39471724485095,67.99013604142084,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,21.782122905027933,67.02908039806704,66.29687670400759,67.8186627731273,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,21.93854748603352,66.91098516712677,66.22388093319658,67.67846807151804,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,22.094972067039105,66.82358283469624,66.18671157886575,67.55682216079245,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,22.251396648044693,66.76447251378883,66.12238499969763,67.5027952131885,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,22.40782122905028,66.73125331741855,66.09950842142287,67.43061887992883,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,22.564245810055866,66.72152435859905,66.10384694531474,67.39263274679834,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,22.720670391061457,66.73288475034408,66.13079800179463,67.3635795010251,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,22.87709497206704,66.7629336056673,66.1787720036564,67.35118820928588,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,23.033519553072622,66.80927003758252,66.2405711946417,67.38337941177355,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,23.18994413407821,66.86949315910343,66.3282075001108,67.42894845639944,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,23.3463687150838,66.94120208324382,66.42028059400803,67.49509886338731,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,23.502793296089383,67.02199592301737,66.51533859877435,67.56050099456444,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,23.65921787709497,67.10947379143788,66.59489174340948,67.64088849691997,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,23.81564245810056,67.201234801519007,66.71015602280036,67.72410718183157,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,23.972067039106147,67.29487806627458,66.8274958049409,67.76791030303964,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,24.12849162011173,67.38800461443985,66.91731049141346,67.87194990742704,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,24.28491620111732,67.4787926511807,67.00003220825293,67.9801187063195,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,24.441340782122904,67.5670578359904,67.08344201473678,68.0896495043877,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,24.59776536312849,67.65290776891976,67.16170804050522,68.18162135942438,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,24.75418994413408,67.73645005002004,67.23358789300896,68.26564822009593,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,24.910614525139664,67.81779227934224,67.32584632930914,68.33983017354966,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,25.067039106145252,67.89704205693744,67.41659464988264,68.4051457723127,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,25.22346368715084,67.97430698285665,67.50208794440796,68.47712640309929,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,25.379888268156424,68.04969465715098,67.58274864756034,68.55121178281938,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,25.536312849162012,68.1233126798715,67.65899919401502,68.62466718418911,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,25.692737430167597,68.19526865106934,67.73126201844727,68.69741186415212,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,25.849162011173185,68.26567017079539,67.79995955553231,68.76936507965205,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,26.005586592178773,68.33462483910081,67.8655142399454,68.84044608763251,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,26.162011173184357,68.4022402560367,67.93576299236379,68.91057414503715,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,26.318435754189945,68.46862402165404,68.01212874944852,68.96414917415903,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,26.47486033519553,68.533883736004,68.07370603513189,69.01173342467672,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,26.63128491620112,68.59812699913756,68.12719809742693,69.08093414567738,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,26.787709497206706,68.66146141110569,68.18598230130601,69.13712028777672,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,26.94413407821229,68.72399457195968,68.24668574445782,69.1924335230798,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,27.10055865921788,68.78583442097533,68.31859039870935,69.26200702373131,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,27.256983240223462,68.84709335952448,68.39013572589876,69.33373297399571,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,27.41340782122905,68.9079122957168,68.45640184278336,69.38447932470582,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,27.56983240223464,68.96848576931838,68.5173457715509,69.43291616502245,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,27.726256983240223,69.02901506594975,68.58830997033485,69.48264007521203,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,27.88268156424581,69.08970147123122,68.65474237447395,69.53377436201896,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,28.039106145251395,69.15074627078339,68.71916804228007,69.5864423321876,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,28.195530726256983,69.21235075022673,68.78855153198654,69.64076729246236,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,28.35195530726257,69.27471619518163,68.8606661701806,69.69304321209617,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,28.508379888268156,69.3380438912686,68.93558309136097,69.75488141030765,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,28.664804469273744,69.40253512410808,69.00866957758298,69.81491718136694,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,28.821229050279328,69.46839117932058,69.06772532996163,69.87710316950982,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,28.977653631284916,69.53581334252651,69.11823097679833,69.9415626814807,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,29.134078212290504,69.60500289934645,69.17635922287107,70.00841902402394,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,29.290502793296092,69.67616113540065,69.24645483704799,70.07779550388389,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,29.446927374301676,69.74948933630984,69.32732315704104,70.14981542780497,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,29.60335195530726,69.82518878769423,69.40053366364985,70.22460210253152,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,29.75977653631285,69.90346077517447,69.4659325182609,70.30227883480794,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,29.916201117318437,69.98450658437098,69.53802445564787,70.38296893137858,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,30.072625698324025,70.06852734466436,69.61744049943181,70.46679569898785,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,30.22905027932961,70.15571990907397,69.70481167323372,70.5538824443801,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,30.385474860335194,70.24627278610221,69.80075942138,70.63669846300212,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,30.54189944134078,70.34015521871433,69.90533043051879,70.72312788228886,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,30.69832402234637,70.4369969603129,70.017680512897,70.8128955643506,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,30.85474860335196,70.53639856089747,70.10028424784137,70.90061774939949,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,31.011173184357546,70.6379605704676,70.1802627894518,71.00362625946536,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,31.167597765363126,70.74128353902267,70.29013923416848,71.10819811415494,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,31.32402234636871,70.8459680165623,70.40308913994073,71.213953527558,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,31.480446927374302,70.9516145530859,70.49586686146455,71.3205127137643,20,50,66,81
slice_median,Pre_hypertension_more_140_90,rSO2_Ch1,ET_CO2,1,10000,0,31.63687150837989,71.05782369859297,70.59554178101509,71.4274958868636,20,50,66,81
