run_id,ycol,ET_CO2,FiO2_new,TEMP
n10000_overall_mapci_te_boot200,rSO2_Ch1,2.888741119749028,-0.17870142458758664,0.10260875296164329
n10000_overall_mapci_te_boot200,rSO2_Ch2,2.976924889630169,-0.04536324164403993,0.5526209802141864
n10000_overall_mapci_te_boot200,rSO2_Ch3,0.9197494098344094,0.29568044346525824,0.14702255388401397
